Frame,Area,Perimeter,Aspect_Ratio,Time,Division_Speed
18,0.0,8.0,0.2,1.8,25.0
18,1.5,7.414213538169861,0.5,1.8,15.0
18,29.0,25.313708305358887,0.5454545454545454,1.8,275.0
18,240.5,81.35533833503723,1.75,1.8,2115.0
18,225.0,84.28427076339722,1.0434782608695652,1.8,155.0
18,71.5,54.38477599620819,1.0769230769230769,1.8,1535.0
18,100.0,70.76955199241638,0.6,1.8,285.0
18,1.0,4.0,1.0,1.8,990.0
18,130.5,57.21320307254791,2.1818181818181817,1.8,1295.0
18,0.0,0.0,1.0,1.8,1305.0
18,1.0,4.0,1.0,1.8,10.0
18,0.0,6.828427076339722,2.0,1.8,10.0
18,0.0,0.0,1.0,1.8,0.0
18,1.0,4.828427076339722,1.5,1.8,10.0
18,0.0,2.0,2.0,1.8,10.0
18,0.5,3.414213538169861,1.0,1.8,5.0
18,18.0,17.656854152679443,0.7142857142857143,1.8,175.0
18,2.0,7.656854152679443,1.0,1.8,160.0
18,0.0,8.0,5.0,1.8,20.0
18,178.0,60.28427076339722,1.7692307692307692,1.8,1780.0
18,0.0,2.8284270763397217,1.0,1.8,1780.0
18,4.5,16.242640614509583,2.6666666666666665,1.8,45.0
18,25.5,25.071067690849304,0.6,1.8,210.0
18,294.5,96.18376541137695,0.53125,1.8,2690.0
18,0.0,0.0,1.0,1.8,2945.0
18,0.0,2.0,2.0,1.8,0.0
18,0.0,2.8284270763397217,1.0,1.8,0.0
18,0.0,0.0,1.0,1.8,0.0
18,0.0,0.0,1.0,1.8,0.0
18,0.0,0.0,1.0,1.8,0.0
18,284.0,76.76955175,0.7037037037037037,1.8,2840.0
18,0.0,2.0,0.5,1.8,2840.0
18,0.0,2.0,0.5,1.8,0.0
18,2.0,8.828427076339722,2.5,1.8,20.0
18,190.5,87.69848430156708,1.5333333333333334,1.8,1885.0
18,151271.5,2807.785919904709,1.3111111111111111,1.8,1510810.0
18,0.0,0.0,1.0,1.8,1512715.0
18,104.0,73.11269783973694,1.5,1.8,1040.0
19,0.0,0.0,1.0,1.9000000000000001,1040.0
